,PRICE TYPE,DATE,PERIOD,PRICE ($/MWh),DEMAND (MW)
535,USEP,12 Jan 2005,8,65.05,3197.778
536,USEP,12 Jan 2005,9,64.08,3185.02
537,USEP,12 Jan 2005,10,65.14,3223.577
538,USEP,12 Jan 2005,11,70.16,3293.395
539,USEP,12 Jan 2005,12,74.2,3408.416
540,USEP,12 Jan 2005,13,74.34,3522.791
541,USEP,12 Jan 2005,14,75.19,3611.759
542,USEP,12 Jan 2005,15,70.9,3773.08
543,USEP,12 Jan 2005,16,74.32,4030.879
544,USEP,12 Jan 2005,17,77.36,4271.978
545,USEP,12 Jan 2005,18,73.1,4439.696
546,USEP,12 Jan 2005,19,74.5,4548.156
547,USEP,12 Jan 2005,20,75.72,4621.494
548,USEP,12 Jan 2005,21,77.49,4682.376
549,USEP,12 Jan 2005,22,77.63,4732.941
550,USEP,12 Jan 2005,23,77.7,4760.286
551,USEP,12 Jan 2005,24,77.57,4736.176
552,USEP,12 Jan 2005,25,77.41,4698.663
553,USEP,12 Jan 2005,26,77.49,4716.769
554,USEP,12 Jan 2005,27,77.49,4761.971
555,USEP,12 Jan 2005,28,77.52,4795.444
556,USEP,12 Jan 2005,29,77.64,4805.538
557,USEP,12 Jan 2005,30,77.64,4798.018
558,USEP,12 Jan 2005,31,77.69,4793.55
559,USEP,12 Jan 2005,32,77.7,4800.901
560,USEP,12 Jan 2005,33,77.69,4795.195
561,USEP,12 Jan 2005,34,77.61,4765.624
562,USEP,12 Jan 2005,35,77.29,4706.52
563,USEP,12 Jan 2005,36,77.51,4615.405
564,USEP,12 Jan 2005,37,77.4,4532.049
565,USEP,12 Jan 2005,38,76.06,4520.881
566,USEP,12 Jan 2005,39,77.21,4485.206
567,USEP,12 Jan 2005,40,75.73,4400.647
568,USEP,12 Jan 2005,41,77.27,4341.176
569,USEP,12 Jan 2005,42,77.29,4289.577
570,USEP,12 Jan 2005,43,79.18,4208.676
571,USEP,12 Jan 2005,44,77.36,4083.282
572,USEP,12 Jan 2005,45,77.21,3938.645
573,USEP,12 Jan 2005,46,76.13,3824.668
574,USEP,12 Jan 2005,47,74.13,3715.418
575,USEP,12 Jan 2005,48,70.56,3622.519
576,USEP,13 Jan 2005,1,74.33,3488.552
577,USEP,13 Jan 2005,2,71.97,3406.016
578,USEP,13 Jan 2005,3,72.95,3390.579
579,USEP,13 Jan 2005,4,69.6,3327.296
580,USEP,13 Jan 2005,5,65.86,3293.833
581,USEP,13 Jan 2005,6,65.15,3258.983
582,USEP,13 Jan 2005,7,64.1,3235.067
583,USEP,13 Jan 2005,8,63.55,3214.884
584,USEP,13 Jan 2005,9,63.56,3221.241
585,USEP,13 Jan 2005,10,64.09,3238.179
586,USEP,13 Jan 2005,11,66.14,3310.119
587,USEP,13 Jan 2005,12,72.85,3424.325
588,USEP,13 Jan 2005,13,74.32,3517.86
589,USEP,13 Jan 2005,14,74.33,3590.596
590,USEP,13 Jan 2005,15,65.72,3770.853
591,USEP,13 Jan 2005,16,74.3,4032.777
592,USEP,13 Jan 2005,17,77.35,4267.128
593,USEP,13 Jan 2005,18,74.24,4443.533
594,USEP,13 Jan 2005,19,75.65,4566.52
595,USEP,13 Jan 2005,20,77.55,4652.944
596,USEP,13 Jan 2005,21,77.68,4716.54
597,USEP,13 Jan 2005,22,77.77,4771.463
598,USEP,13 Jan 2005,23,78.39,4798.361
599,USEP,13 Jan 2005,24,77.71,4748.696
600,USEP,13 Jan 2005,25,77.65,4683.042
601,USEP,13 Jan 2005,26,77.65,4689.911
602,USEP,13 Jan 2005,27,78.49,4757.781
603,USEP,13 Jan 2005,28,78.79,4786.647
604,USEP,13 Jan 2005,29,78.49,4799.872
605,USEP,13 Jan 2005,30,78.47,4795.106
606,USEP,13 Jan 2005,31,79.72,4792.442
607,USEP,13 Jan 2005,32,80.89,4849.716
608,USEP,13 Jan 2005,33,80.7,4847.877
609,USEP,13 Jan 2005,34,78.68,4798.6
610,USEP,13 Jan 2005,35,77.7,4731.236
611,USEP,13 Jan 2005,36,77.58,4595.257
612,USEP,13 Jan 2005,37,77.5,4529.559
613,USEP,13 Jan 2005,38,77.42,4524.067
614,USEP,13 Jan 2005,39,77.36,4508.352
615,USEP,13 Jan 2005,40,77.36,4479.208
616,USEP,13 Jan 2005,41,77.35,4423.489
617,USEP,13 Jan 2005,42,78.49,4367.392
618,USEP,13 Jan 2005,43,81.2,4271.77
619,USEP,13 Jan 2005,44,80.47,4157.882
620,USEP,13 Jan 2005,45,77.35,4015.924
621,USEP,13 Jan 2005,46,77.33,3905.456
622,USEP,13 Jan 2005,47,75.08,3798.263
623,USEP,13 Jan 2005,48,71.22,3664.331
624,USEP,14 Jan 2005,1,75.28,3541.533
625,USEP,14 Jan 2005,2,74.1,3461.779
626,USEP,14 Jan 2005,3,74.22,3432.625
627,USEP,14 Jan 2005,4,70.3,3375.877
628,USEP,14 Jan 2005,5,66.16,3335.223
629,USEP,14 Jan 2005,6,65.15,3314.995
630,USEP,14 Jan 2005,7,65.05,3293.53
631,USEP,14 Jan 2005,8,65.05,3278.282
632,USEP,14 Jan 2005,9,64.76,3271.905
633,USEP,14 Jan 2005,10,65.06,3292.63
634,USEP,14 Jan 2005,11,69.2,3362.548
635,USEP,14 Jan 2005,12,74.28,3469.393
636,USEP,14 Jan 2005,13,75.28,3598.568
637,USEP,14 Jan 2005,14,75.19,3639.506
638,USEP,14 Jan 2005,15,65.43,3753.374
639,USEP,14 Jan 2005,16,74.34,4004.756
640,USEP,14 Jan 2005,17,77.45,4264.096
641,USEP,14 Jan 2005,18,75.58,4434.532
642,USEP,14 Jan 2005,19,75.82,4549.106
643,USEP,14 Jan 2005,20,77.51,4644.42
644,USEP,14 Jan 2005,21,77.73,4721.242
645,USEP,14 Jan 2005,22,77.77,4763.879
646,USEP,14 Jan 2005,23,77.76,4763.168
647,USEP,14 Jan 2005,24,77.76,4748.919
648,USEP,14 Jan 2005,25,77.73,4725.729
649,USEP,14 Jan 2005,26,77.73,4735.515
650,USEP,14 Jan 2005,27,77.77,4767.09
651,USEP,14 Jan 2005,28,78.46,4805.145
652,USEP,14 Jan 2005,29,78.47,4815.13
653,USEP,14 Jan 2005,30,78.21,4802.968
654,USEP,14 Jan 2005,31,80.5,4806.631
655,USEP,14 Jan 2005,32,80.79,4856.863
656,USEP,14 Jan 2005,33,77.84,4820.532
657,USEP,14 Jan 2005,34,77.67,4743.631
658,USEP,14 Jan 2005,35,77.71,4656.199
659,USEP,14 Jan 2005,36,77.62,4575.298
660,USEP,14 Jan 2005,37,77.54,4505.399
661,USEP,14 Jan 2005,38,77.38,4466.812
662,USEP,14 Jan 2005,39,77.37,4463.005
663,USEP,14 Jan 2005,40,76.76,4396.049
664,USEP,14 Jan 2005,41,77.35,4325.997
665,USEP,14 Jan 2005,42,77.76,4284.493
666,USEP,14 Jan 2005,43,80.52,4190.565
667,USEP,14 Jan 2005,44,77.41,4073.834
668,USEP,14 Jan 2005,45,77.33,3951.861
669,USEP,14 Jan 2005,46,77.37,3849.797
670,USEP,14 Jan 2005,47,74.35,3755.426
671,USEP,14 Jan 2005,48,70.91,3658.417
672,USEP,15 Jan 2005,1,77.23,3554.286
673,USEP,15 Jan 2005,2,71.27,3489.064
674,USEP,15 Jan 2005,3,70.97,3456.898
675,USEP,15 Jan 2005,4,70.2,3389.162
676,USEP,15 Jan 2005,5,68.92,3349.035
677,USEP,15 Jan 2005,6,66.15,3325.164
678,USEP,15 Jan 2005,7,65.8,3313.395
679,USEP,15 Jan 2005,8,65.27,3267.253
680,USEP,15 Jan 2005,9,65.26,3257.114
681,USEP,15 Jan 2005,10,65.16,3252.12
682,USEP,15 Jan 2005,11,65.8,3281.283
683,USEP,15 Jan 2005,12,69.9,3356.241
684,USEP,15 Jan 2005,13,70.46,3405.136
685,USEP,15 Jan 2005,14,66.23,3415.503
686,USEP,15 Jan 2005,15,73.66,3469.999
687,USEP,15 Jan 2005,16,79.88,3653.989
688,USEP,15 Jan 2005,17,74.57,3868.27
689,USEP,15 Jan 2005,18,76.53,4011.357
690,USEP,15 Jan 2005,19,96.67,4127.232
691,USEP,15 Jan 2005,20,181.98,4214.277
692,USEP,15 Jan 2005,21,124.7,4292.266
693,USEP,15 Jan 2005,22,131.87,4330.704
694,USEP,15 Jan 2005,23,137.53,4348.864
695,USEP,15 Jan 2005,24,130.6,4309.651
696,USEP,15 Jan 2005,25,118.52,4257.918
697,USEP,15 Jan 2005,26,94.55,4210.907
698,USEP,15 Jan 2005,27,82.7,4170.789
699,USEP,15 Jan 2005,28,78.64,4145.119
700,USEP,15 Jan 2005,29,74.25,4114.608
701,USEP,15 Jan 2005,30,71.64,4080.499
702,USEP,15 Jan 2005,31,74.25,4037.365
703,USEP,15 Jan 2005,32,70.54,4005.875
704,USEP,15 Jan 2005,33,71.16,3983.023
705,USEP,15 Jan 2005,34,70.44,3943.461
706,USEP,15 Jan 2005,35,70.43,3900.053
707,USEP,15 Jan 2005,36,71.63,3881.207
708,USEP,15 Jan 2005,37,71.63,3881.968
709,USEP,15 Jan 2005,38,71.85,3950.285
710,USEP,15 Jan 2005,39,74.21,4006.049
711,USEP,15 Jan 2005,40,73.42,3990.821
712,USEP,15 Jan 2005,41,73.42,3951.443
713,USEP,15 Jan 2005,42,76.71,3938.725
714,USEP,15 Jan 2005,43,79.79,3902.027
715,USEP,15 Jan 2005,44,79.8,3840.056
716,USEP,15 Jan 2005,45,71.83,3732.53
717,USEP,15 Jan 2005,46,71.23,3632.891
718,USEP,15 Jan 2005,47,71.69,3558.972
719,USEP,15 Jan 2005,48,67.0,3477.852
720,USEP,16 Jan 2005,1,78.54,3376.499
721,USEP,16 Jan 2005,2,85.14,3312.112
722,USEP,16 Jan 2005,3,85.39,3331.386
723,USEP,16 Jan 2005,4,77.01,3271.14
724,USEP,16 Jan 2005,5,74.68,3237.438
725,USEP,16 Jan 2005,6,74.28,3207.3
726,USEP,16 Jan 2005,7,72.27,3171.292
727,USEP,16 Jan 2005,8,71.63,3151.219
728,USEP,16 Jan 2005,9,71.2,3131.358
729,USEP,16 Jan 2005,10,71.2,3131.269
730,USEP,16 Jan 2005,11,71.63,3153.246
731,USEP,16 Jan 2005,12,74.28,3205.247
732,USEP,16 Jan 2005,13,73.79,3236.693
733,USEP,16 Jan 2005,14,71.21,3209.586
734,USEP,16 Jan 2005,15,66.13,3191.411
735,USEP,16 Jan 2005,16,70.57,3245.027
736,USEP,16 Jan 2005,17,71.63,3354.258
737,USEP,16 Jan 2005,18,74.7,3427.486
738,USEP,16 Jan 2005,19,80.63,3507.781
739,USEP,16 Jan 2005,20,80.65,3586.412
740,USEP,16 Jan 2005,21,87.83,3662.259
741,USEP,16 Jan 2005,22,88.8,3687.998
742,USEP,16 Jan 2005,23,80.57,3718.763
743,USEP,16 Jan 2005,24,79.34,3701.224
744,USEP,16 Jan 2005,25,78.91,3698.893
745,USEP,16 Jan 2005,26,78.91,3701.149
746,USEP,16 Jan 2005,27,80.57,3705.736
747,USEP,16 Jan 2005,28,80.57,3710.016
748,USEP,16 Jan 2005,29,80.56,3706.233
749,USEP,16 Jan 2005,30,78.91,3699.882
750,USEP,16 Jan 2005,31,88.79,3675.847
751,USEP,16 Jan 2005,32,88.79,3664.306
752,USEP,16 Jan 2005,33,88.79,3662.458
753,USEP,16 Jan 2005,34,88.83,3687.392
754,USEP,16 Jan 2005,35,88.79,3671.344
755,USEP,16 Jan 2005,36,87.82,3645.43
756,USEP,16 Jan 2005,37,88.84,3683.555
757,USEP,16 Jan 2005,38,86.13,3788.507
758,USEP,16 Jan 2005,39,88.79,3863.439
759,USEP,16 Jan 2005,40,88.85,3870.293
760,USEP,16 Jan 2005,41,88.84,3873.434
761,USEP,16 Jan 2005,42,88.86,3876.66
762,USEP,16 Jan 2005,43,88.82,3859.374
763,USEP,16 Jan 2005,44,87.87,3793.278
764,USEP,16 Jan 2005,45,81.13,3708.818
765,USEP,16 Jan 2005,46,74.71,3647.115
766,USEP,16 Jan 2005,47,70.65,3574.548
767,USEP,16 Jan 2005,48,74.72,3469.005
768,USEP,17 Jan 2005,1,65.27,3357.593
769,USEP,17 Jan 2005,2,70.6,3324.09
770,USEP,17 Jan 2005,3,64.25,3277.586
771,USEP,17 Jan 2005,4,61.57,3223.199
772,USEP,17 Jan 2005,5,60.72,3182.301
773,USEP,17 Jan 2005,6,60.19,3153.107
774,USEP,17 Jan 2005,7,60.08,3130.782
775,USEP,17 Jan 2005,8,59.04,3111.806
776,USEP,17 Jan 2005,9,59.05,3112.94
777,USEP,17 Jan 2005,10,60.13,3141.477
778,USEP,17 Jan 2005,11,61.22,3208.528
779,USEP,17 Jan 2005,12,64.16,3320.74
780,USEP,17 Jan 2005,13,64.18,3429.146
781,USEP,17 Jan 2005,14,64.2,3516.315
782,USEP,17 Jan 2005,15,64.28,3693.028
783,USEP,17 Jan 2005,16,65.48,3960.081
784,USEP,17 Jan 2005,17,74.48,4237.372
785,USEP,17 Jan 2005,18,74.62,4435.884
786,USEP,17 Jan 2005,19,74.65,4545.309
787,USEP,17 Jan 2005,20,76.28,4621.548
788,USEP,17 Jan 2005,21,77.81,4735.172
789,USEP,17 Jan 2005,22,79.52,4759.262
790,USEP,17 Jan 2005,23,78.66,4742.414
791,USEP,17 Jan 2005,24,77.66,4680.135
792,USEP,17 Jan 2005,25,76.49,4618.238
793,USEP,17 Jan 2005,26,76.52,4639.082
794,USEP,17 Jan 2005,27,77.53,4710.636
795,USEP,17 Jan 2005,28,77.58,4751.598
796,USEP,17 Jan 2005,29,77.54,4761.359
797,USEP,17 Jan 2005,30,77.47,4740.063
798,USEP,17 Jan 2005,31,77.46,4692.252
799,USEP,17 Jan 2005,32,74.67,4685.731
800,USEP,17 Jan 2005,33,76.5,4701.317
801,USEP,17 Jan 2005,34,76.45,4679.757
802,USEP,17 Jan 2005,35,74.64,4590.093
803,USEP,17 Jan 2005,36,71.59,4464.884
804,USEP,17 Jan 2005,37,70.88,4381.691
805,USEP,17 Jan 2005,38,71.19,4401.929
806,USEP,17 Jan 2005,39,71.57,4420.537
807,USEP,17 Jan 2005,40,71.62,4395.249
808,USEP,17 Jan 2005,41,71.67,4329.784
809,USEP,17 Jan 2005,42,72.62,4267.719
810,USEP,17 Jan 2005,43,74.31,4184.074
811,USEP,17 Jan 2005,44,73.44,4070.664
812,USEP,17 Jan 2005,45,71.05,3924.083
813,USEP,17 Jan 2005,46,71.64,3803.914
814,USEP,17 Jan 2005,47,66.27,3691.656
815,USEP,17 Jan 2005,48,64.21,3573.574
816,USEP,18 Jan 2005,1,64.17,3474.144
817,USEP,18 Jan 2005,2,64.16,3388.71
818,USEP,18 Jan 2005,3,64.14,3337.882
819,USEP,18 Jan 2005,4,64.03,3271.06
820,USEP,18 Jan 2005,5,63.56,3241.951
821,USEP,18 Jan 2005,6,62.07,3212.225
822,USEP,18 Jan 2005,7,62.06,3197.827
823,USEP,18 Jan 2005,8,62.07,3191.416
824,USEP,18 Jan 2005,9,61.71,3189.125
825,USEP,18 Jan 2005,10,62.07,3212.956
826,USEP,18 Jan 2005,11,64.01,3281.726
827,USEP,18 Jan 2005,12,64.12,3403.014
828,USEP,18 Jan 2005,13,64.14,3509.198
829,USEP,18 Jan 2005,14,64.18,3599.175
830,USEP,18 Jan 2005,15,64.18,3745.496
831,USEP,18 Jan 2005,16,64.34,4001.431
832,USEP,18 Jan 2005,17,74.42,4237.591
833,USEP,18 Jan 2005,18,77.07,4437.574
834,USEP,18 Jan 2005,19,77.93,4555.085
835,USEP,18 Jan 2005,20,78.17,4631.926
836,USEP,18 Jan 2005,21,78.69,4690.706
837,USEP,18 Jan 2005,22,80.67,4741.539
838,USEP,18 Jan 2005,23,80.72,4756.384
839,USEP,18 Jan 2005,24,80.65,4727.469
840,USEP,18 Jan 2005,25,78.7,4681.183
841,USEP,18 Jan 2005,26,78.72,4696.854
842,USEP,18 Jan 2005,27,80.26,4737.618
843,USEP,18 Jan 2005,28,80.72,4766.782
844,USEP,18 Jan 2005,29,80.67,4772.815
845,USEP,18 Jan 2005,30,80.12,4756.081
846,USEP,18 Jan 2005,31,80.53,4730.958
847,USEP,18 Jan 2005,32,78.7,4727.553
848,USEP,18 Jan 2005,33,78.69,4717.703
849,USEP,18 Jan 2005,34,78.65,4690.03
850,USEP,18 Jan 2005,35,78.14,4611.976
851,USEP,18 Jan 2005,36,77.61,4493.163
852,USEP,18 Jan 2005,37,76.91,4418.708
853,USEP,18 Jan 2005,38,77.59,4431.505
854,USEP,18 Jan 2005,39,77.6,4469.188
855,USEP,18 Jan 2005,40,77.61,4416.218
856,USEP,18 Jan 2005,41,77.64,4370.285
857,USEP,18 Jan 2005,42,78.69,4318.1
858,USEP,18 Jan 2005,43,77.9,4224.674
859,USEP,18 Jan 2005,44,75.58,4103.55
860,USEP,18 Jan 2005,45,74.47,3924.725
861,USEP,18 Jan 2005,46,74.46,3810.469
862,USEP,18 Jan 2005,47,74.28,3718.569
863,USEP,18 Jan 2005,48,73.74,3592.068
864,USEP,19 Jan 2005,1,70.86,3472.122
865,USEP,19 Jan 2005,2,74.64,3397.909
866,USEP,19 Jan 2005,3,74.15,3331.605
867,USEP,19 Jan 2005,4,73.82,3294.066
868,USEP,19 Jan 2005,5,70.51,3249.152
869,USEP,19 Jan 2005,6,70.44,3212.066
870,USEP,19 Jan 2005,7,69.46,3193.712
871,USEP,19 Jan 2005,8,69.45,3182.405
872,USEP,19 Jan 2005,9,69.43,3167.406
873,USEP,19 Jan 2005,10,69.45,3181.391
874,USEP,19 Jan 2005,11,70.49,3250.445
875,USEP,19 Jan 2005,12,74.14,3373.79
876,USEP,19 Jan 2005,13,74.61,3489.795
877,USEP,19 Jan 2005,14,74.16,3566.04
878,USEP,19 Jan 2005,15,70.65,3715.527
879,USEP,19 Jan 2005,16,74.34,3973.351
880,USEP,19 Jan 2005,17,77.62,4223.64
881,USEP,19 Jan 2005,18,77.66,4397.456
882,USEP,19 Jan 2005,19,78.19,4503.347
883,USEP,19 Jan 2005,20,78.71,4578.195
884,USEP,19 Jan 2005,21,80.72,4646.006
885,USEP,19 Jan 2005,22,80.74,4691.804
886,USEP,19 Jan 2005,23,80.77,4712.45
887,USEP,19 Jan 2005,24,80.74,4681.323
888,USEP,19 Jan 2005,25,80.74,4642.124
889,USEP,19 Jan 2005,26,81.11,4662.387
890,USEP,19 Jan 2005,27,81.25,4708.792
891,USEP,19 Jan 2005,28,81.35,4741.599
892,USEP,19 Jan 2005,29,81.13,4736.49
893,USEP,19 Jan 2005,30,81.14,4734.124
894,USEP,19 Jan 2005,31,81.39,4738.135
895,USEP,19 Jan 2005,32,81.39,4737.906
896,USEP,19 Jan 2005,33,81.32,4730.719
897,USEP,19 Jan 2005,34,81.23,4696.297
898,USEP,19 Jan 2005,35,80.74,4619.063
899,USEP,19 Jan 2005,36,78.2,4499.088
900,USEP,19 Jan 2005,37,77.9,4410.875
901,USEP,19 Jan 2005,38,77.89,4406.218
902,USEP,19 Jan 2005,39,77.94,4419.871
903,USEP,19 Jan 2005,40,78.03,4399.022
904,USEP,19 Jan 2005,41,78.22,4352.502
905,USEP,19 Jan 2005,42,78.26,4293.156
906,USEP,19 Jan 2005,43,78.2,4207.075
907,USEP,19 Jan 2005,44,77.69,4097.233
908,USEP,19 Jan 2005,45,76.62,3963.411
909,USEP,19 Jan 2005,46,76.6,3854.076
910,USEP,19 Jan 2005,47,74.81,3729.732
911,USEP,19 Jan 2005,48,74.79,3589.23
912,USEP,20 Jan 2005,1,81.12,3444.051
913,USEP,20 Jan 2005,2,81.11,3378.084
914,USEP,20 Jan 2005,3,75.66,3329.05
915,USEP,20 Jan 2005,4,74.13,3297.103
916,USEP,20 Jan 2005,5,73.62,3256.493
917,USEP,20 Jan 2005,6,71.48,3209.114
918,USEP,20 Jan 2005,7,71.45,3188.479
919,USEP,20 Jan 2005,8,70.86,3175.358
920,USEP,20 Jan 2005,9,70.86,3178.086
921,USEP,20 Jan 2005,10,71.46,3198.727
922,USEP,20 Jan 2005,11,73.7,3271.731
923,USEP,20 Jan 2005,12,81.02,3393.337
924,USEP,20 Jan 2005,13,81.04,3503.487
925,USEP,20 Jan 2005,14,74.15,3582.53
926,USEP,20 Jan 2005,15,72.71,3725.477
927,USEP,20 Jan 2005,16,74.3,3980.657
928,USEP,20 Jan 2005,17,74.57,4234.296
929,USEP,20 Jan 2005,18,77.1,4416.983
930,USEP,20 Jan 2005,19,77.6,4514.122
931,USEP,20 Jan 2005,20,77.68,4590.098
932,USEP,20 Jan 2005,21,77.87,4655.782
933,USEP,20 Jan 2005,22,78.2,4716.908
934,USEP,20 Jan 2005,23,78.68,4734.193
935,USEP,20 Jan 2005,24,78.18,4690.447
936,USEP,20 Jan 2005,25,77.88,4654.425
937,USEP,20 Jan 2005,26,78.13,4672.849
938,USEP,20 Jan 2005,27,78.66,4724.606
939,USEP,20 Jan 2005,28,78.71,4756.971
940,USEP,20 Jan 2005,29,78.21,4766.498
941,USEP,20 Jan 2005,30,78.19,4754.744
942,USEP,20 Jan 2005,31,78.65,4745.157
943,USEP,20 Jan 2005,32,78.66,4757.433
944,USEP,20 Jan 2005,33,79.2,4754.844
945,USEP,20 Jan 2005,34,80.1,4737.677
946,USEP,20 Jan 2005,35,80.67,4655.25
947,USEP,20 Jan 2005,36,79.18,4526.701
948,USEP,20 Jan 2005,37,78.16,4429.408
949,USEP,20 Jan 2005,38,78.15,4420.537
950,USEP,20 Jan 2005,39,78.14,4428.509
951,USEP,20 Jan 2005,40,78.15,4392.213
952,USEP,20 Jan 2005,41,78.61,4336.469
953,USEP,20 Jan 2005,42,79.15,4264.856
954,USEP,20 Jan 2005,43,78.66,4121.671
955,USEP,20 Jan 2005,44,78.11,4007.336
956,USEP,20 Jan 2005,45,77.63,3871.237
957,USEP,20 Jan 2005,46,77.63,3759.88
958,USEP,20 Jan 2005,47,77.58,3656.608
959,USEP,20 Jan 2005,48,77.0,3474.676
960,USEP,21 Jan 2005,1,90.76,3330.163
961,USEP,21 Jan 2005,2,90.76,3312.063
962,USEP,21 Jan 2005,3,90.71,3311.615
963,USEP,21 Jan 2005,4,90.34,3279.554
964,USEP,21 Jan 2005,5,86.66,3219.332
965,USEP,21 Jan 2005,6,85.68,3169.791
966,USEP,21 Jan 2005,7,85.61,3150.876
967,USEP,21 Jan 2005,8,84.44,3129.47
968,USEP,21 Jan 2005,9,83.59,3116.558
969,USEP,21 Jan 2005,10,83.58,3115.673
970,USEP,21 Jan 2005,11,84.55,3139.385
971,USEP,21 Jan 2005,12,85.67,3183.121
972,USEP,21 Jan 2005,13,86.64,3218.925
973,USEP,21 Jan 2005,14,85.68,3204.323
974,USEP,21 Jan 2005,15,83.66,3183.404
975,USEP,21 Jan 2005,16,83.6,3241.28
976,USEP,21 Jan 2005,17,84.65,3340.894
977,USEP,21 Jan 2005,18,86.68,3434.683
978,USEP,21 Jan 2005,19,88.76,3515.554
979,USEP,21 Jan 2005,20,90.43,3568.187
980,USEP,21 Jan 2005,21,90.77,3650.395
981,USEP,21 Jan 2005,22,90.36,3691.92
982,USEP,21 Jan 2005,23,84.67,3714.802
983,USEP,21 Jan 2005,24,83.66,3709.315
984,USEP,21 Jan 2005,25,83.66,3699.196
985,USEP,21 Jan 2005,26,83.67,3701.224
986,USEP,21 Jan 2005,27,83.67,3709.628
987,USEP,21 Jan 2005,28,83.7,3725.085
988,USEP,21 Jan 2005,29,83.66,3710.632
989,USEP,21 Jan 2005,30,83.66,3698.758
990,USEP,21 Jan 2005,31,87.81,3683.535
991,USEP,21 Jan 2005,32,86.77,3667.184
992,USEP,21 Jan 2005,33,86.71,3660.917
993,USEP,21 Jan 2005,34,86.79,3667.393
994,USEP,21 Jan 2005,35,86.75,3664.013
995,USEP,21 Jan 2005,36,86.77,3658.521
996,USEP,21 Jan 2005,37,87.8,3683.476
997,USEP,21 Jan 2005,38,85.69,3769.482
998,USEP,21 Jan 2005,39,86.71,3857.56
999,USEP,21 Jan 2005,40,86.75,3883.041
1000,USEP,21 Jan 2005,41,86.76,3872.882
1001,USEP,21 Jan 2005,42,86.72,3867.351
1002,USEP,21 Jan 2005,43,86.6,3839.315
1003,USEP,21 Jan 2005,44,85.7,3766.38
1004,USEP,21 Jan 2005,45,84.73,3685.091
1005,USEP,21 Jan 2005,46,86.17,3610.004
1006,USEP,21 Jan 2005,47,84.69,3534.271
1007,USEP,21 Jan 2005,48,83.68,3500.813
1008,USEP,22 Jan 2005,1,85.74,3495.381
1009,USEP,22 Jan 2005,2,83.7,3439.464
1010,USEP,22 Jan 2005,3,80.53,3311.486
1011,USEP,22 Jan 2005,4,76.49,3230.5
1012,USEP,22 Jan 2005,5,74.13,3196.962
1013,USEP,22 Jan 2005,6,74.11,3161.521
1014,USEP,22 Jan 2005,7,71.43,3132.666
1015,USEP,22 Jan 2005,8,65.28,3116.588
1016,USEP,22 Jan 2005,9,65.28,3101.494
1017,USEP,22 Jan 2005,10,65.28,3102.185
1018,USEP,22 Jan 2005,11,66.66,3133.158
1019,USEP,22 Jan 2005,12,74.13,3227.379
1020,USEP,22 Jan 2005,13,76.52,3309.727
1021,USEP,22 Jan 2005,14,77.51,3373.87
1022,USEP,22 Jan 2005,15,76.56,3443.45
1023,USEP,22 Jan 2005,16,77.62,3631.286
1024,USEP,22 Jan 2005,17,77.45,3797.438
1025,USEP,22 Jan 2005,18,77.62,3955.23
1026,USEP,22 Jan 2005,19,81.57,4064.759
1027,USEP,22 Jan 2005,20,84.13,4150.233
1028,USEP,22 Jan 2005,21,85.2,4234.505
1029,USEP,22 Jan 2005,22,81.4,4289.592
1030,USEP,22 Jan 2005,23,81.41,4291.053
1031,USEP,22 Jan 2005,24,81.39,4282.957
1032,USEP,22 Jan 2005,25,81.37,4257.521
1033,USEP,22 Jan 2005,26,85.21,4212.816
1034,USEP,22 Jan 2005,27,88.72,4146.203
1035,USEP,22 Jan 2005,28,90.34,4111.477
1036,USEP,22 Jan 2005,29,88.22,4076.727
1037,USEP,22 Jan 2005,30,85.73,4048.965
1038,USEP,22 Jan 2005,31,84.54,4014.811
1039,USEP,22 Jan 2005,32,84.23,3985.269
1040,USEP,22 Jan 2005,33,81.32,3934.431
1041,USEP,22 Jan 2005,34,79.84,3905.277
1042,USEP,22 Jan 2005,35,77.66,3867.058
1043,USEP,22 Jan 2005,36,76.86,3837.436
1044,USEP,22 Jan 2005,37,76.51,3838.435
1045,USEP,22 Jan 2005,38,76.78,3903.339
1046,USEP,22 Jan 2005,39,77.56,3971.935
1047,USEP,22 Jan 2005,40,77.81,3987.466
1048,USEP,22 Jan 2005,41,80.98,3965.911
1049,USEP,22 Jan 2005,42,79.14,3933.447
1050,USEP,22 Jan 2005,43,81.46,3891.982
1051,USEP,22 Jan 2005,44,81.46,3821.15
1052,USEP,22 Jan 2005,45,78.76,3744.92
1053,USEP,22 Jan 2005,46,77.64,3672.045
1054,USEP,22 Jan 2005,47,77.67,3617.852
1055,USEP,22 Jan 2005,48,77.62,3518.109
1056,USEP,23 Jan 2005,1,88.82,3425.269
1057,USEP,23 Jan 2005,2,87.13,3369.228
1058,USEP,23 Jan 2005,3,85.76,3305.815
1059,USEP,23 Jan 2005,4,84.75,3261.731
1060,USEP,23 Jan 2005,5,82.14,3208.726
1061,USEP,23 Jan 2005,6,77.63,3172.227
1062,USEP,23 Jan 2005,7,77.6,3143.247
1063,USEP,23 Jan 2005,8,77.59,3119.922
1064,USEP,23 Jan 2005,9,77.58,3118.491
1065,USEP,23 Jan 2005,10,77.56,3110.35
1066,USEP,23 Jan 2005,11,77.58,3135.295
1067,USEP,23 Jan 2005,12,80.65,3177.898
1068,USEP,23 Jan 2005,13,82.15,3212.603
